restID,name,city,phone_no,location,latitude,longitude,cuisines,ratings,number of reviews,restaurant_url,images_url
431,Moon Valley Restaurant,Luxor,+20 122 337 1799,"Mem Street West Bank El Korrna, Luxor Egypt",25.6872431,32.6396357,"Egyptian,Mediterranean",4,37 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxZsjI-5Q0xMMTL4-Wdac3jYEAoH0o8cX6di21J84QxXbid3kZltuFhB5bJ5I&s
432,Miyako Japanese Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,"Japanese,Asian,Fusion",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2WkgVFky5s-lpvq7y_QNMW2U60XjaoJbq1-O7OaMGLqR0ADzxf6CYyxmXLQ&s
433,Kabab Abou Hager Restaurant,Luxor,+20 100 052 5603,"El Mansheya St., Luxor Egypt",25.6957687,32.6426336,"Mediterranean,Egyptian",4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtJod1clTeF2j5rSCo-cKpXCo3TIArl7KjIJcYQ5h9H3voAR3X8p5ORyoOt9g&s
434,Miyako Japanese Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,"Japanese,Asian,Fusion",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2WkgVFky5s-lpvq7y_QNMW2U60XjaoJbq1-O7OaMGLqR0ADzxf6CYyxmXLQ&s
435,Makany Cafe,Luxor,+20 100 015 0603,"New Gourna Street, Luxor Egypt",25.7437198,32.6382042,"International,Pizza,Cafe",5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS69sRFzW8QGLbHV2F9u7bEPad189DZ7v9gvxQr8YgqoLv3JVWSk_1_xuEN4g&s
436,Mamma Mia!,Luxor,+20 106 232 8636,"St. Joseph Street Beside Elmadina Club, Luxor Egypt",25.6872431,32.6396357,"Italian,American,Fast Food",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTffkme1m6UCU5KPRbNOGiAxjP_LKpi3fe-KQ5xrxnHDlHIT3B0R80M1ZP8ll4&s
437,Corniche Restaurant,Luxor,+20 95 2380425,"Cornish el Nile st, Luxor Egypt",25.6872431,32.6396357,"French,European",3.5,46 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW7t2zh-XsK6kjkSKyGKXlLdv-BmKpzRmW76lTDM8a8mVexa_K0LsiEMNt9As&s
438,Georgina,Luxor,,"El Khaleeg Street, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",3.5,58 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1DGJwZhY_BC81GCPQ6s3n7oDcCcPNH9mI_X6QQm6HWKv7Z0OvqWS-oM8CDG8&s
439,La Mammas Sheraton Hotel,Luxor,,"Sheraton Hotel, Luxor Egypt",25.6872431,32.6396357,Italian,4,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzcGkWZTOGr6zMQLqQ6JU8DYdr6bw1cCiMASIreDlPZWcVTa5VRwFsyQH-9Q&s
440,Habou Garden,Luxor,+20 100 628 4890,"Medinet Habu West Bank, Luxor Egypt",25.6872431,32.6396357,"Cafe,International,Mediterranean,Healthy,Egyptian",4,20 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsn-zIWMLbaFpEwpwjpY28uI2Bqe0J36F7OMMKriBrdGhSPx2T0_kGMy2lVg&s
441,Elnakhil,Luxor,+20 95 2313922,"Gezira el Bariat, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd0XxXOnwx183jRGah6mi5VElTGRY-TieTc2UA0X7Onz_Ao39TIsQD-iHtfg&s
442,New Mem Hotel,Luxor,+20 100 471 0033,"Mem St, West Bank, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian,Arabic",5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv7quHxDja_w6WyNddNtDO0Z6CUCHjZwBhvLOdRdszWRpthFitWBEmenjxew&s
443,Kemet Kitchen,Luxor,+20 102 202 1332,"El Mena Street el qorna, Luxor 12345 Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSHcv9hYNrsK6UbXqkYNtQSnOMD5Xa2oMh_-IHqMte85ctxBktpjONcnevAw&s
444,New Oum Hashim Restaurant,Luxor,+20 100 100 8390,"Youssef Hassan Street, Luxor Egypt",25.7022588,32.6442549,"Mediterranean,Egyptian",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmeH7CDI3QnK4UqdHfKwdStamgjrWIN1IYiJqxhszxJfYOTMiF-kQPawygvbw&s
445,Bahary Cafe,Luxor,,"Al Batalsa, Luxor Egypt",25.700733,32.642427,"Mediterranean,Egyptian",5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIjq-ORGWLwAjFuyfGjsBUrBJq5jSZa1OtGe3rDiLe91e6YZk4YZQI8nE1iY0&s
446,Abu Gad Restaurant,Luxor,+20 111 114 1350,"Station Street, Luxor Egypt",25.6762489,32.7008674,"Fast Food,Mediterranean,Barbecue,Street Food,Egyptian",4,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWeSzz6EGopnNUalInlLPBbc4gvR0nD_WD7ibxlzbC4NVjt8ty4YEaHnh5pg&s
447,Abou Alhassan Elshazly,Luxor,,"Mohamed Ferid St, Luxor Egypt",25.6957664,32.6418555,"Middle Eastern,International",4,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0nEWT2bx8sKFhmSsA3sEs7izFf4-Y-LekJ1Np2QXkdd0jroPajSu5Qj-ZIA&s
448,Castello Restaurant and Cafe,Luxor,+20 106 424 2177,"Khaled Ibn Al Walid Street, Luxor Egypt",25.6870335,32.6317126,"Italian,Pizza,Mediterranean,Arabic",5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkWMXhPRX8BjxqlaPRWSQWMzXOMO9aKcxbjdv9LIf98bdvJbEniHz4so3zOg&s
449,KFC,Luxor,,"Khaled Ibn El Walid St. El Awameya, Beside Isis Hotel, Luxor Egypt",25.6872431,32.6396357,"Fast Food,American",3.5,44 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXe4Dc9A7CdjklUXWsAY9gU9w7NgRbz3H4eB1qYVVrj8ZKeZ7FfwwD8zjHeA&s
450,Ritz Restaurant,Luxor,+20 95 2370912,"Khaled Ibn El Walid Street Side of Nile Palace Hotel, Luxor Egypt",25.6897185,32.6329138,"Mediterranean,Egyptian",4,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXFXLPPawH5HogkIEEo1DVycbu8XOYMSLa_V52Ab3TsNFmwiF0PLU5nm70Zyw&s
451,Captain's Seafood,Luxor,+20 103 073 7477,"Al-Mansheya Next to Ahbab Al-Mustafa perfumery, Luxor 1362363 Egypt",25.6966052,32.6508564,Seafood,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeRcTb6A822KP1aVUYPZIZw-dQQM7lGYI_5KxM-gizdh9fBQYQfnmTM2zIW14&s
452,Saad Sons Restaurant,Luxor,+20 100 318 7202,"17 Al Rawda Al Sharifa, Luxor Egypt",25.6872646,32.6331732,"Mediterranean,Greek,Middle Eastern,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNss4FIt67c-xKPoPowuoultHeertZ-bBpZxyhifY5TktGt7QvYhPa9aIWwg&s
453,Sindbad,Luxor,,"Mabad el Karnak behind Luxor temple, Luxor Egypt",25.699502,32.6390509,"Egyptian,Mediterranean",3.5,63 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHMvvhqt4xxyMwlGhkCCLxJWlxkjXzEHZGNifU1a5WDp5d8qFOLtEkAxJb2oQ&s
454,Badiea Cafe,Luxor,+20 109 221 7004,"Isis Hotel, Luxor 11711 Egypt",25.6872431,32.6396357,Cafe,4.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqSz3DTstgXn9FS5t9DALtVAnL-2xgZl4wy_HYDwmHOBvBypwqPPEVgBVgfpA&s
455,La Plage CafÃ©,Luxor,+20 1064691669,"El Ramla Street Al Bairat, Luxor Egypt",25.7018215,32.6330993,"Brew Pub,Bar,Cafe,Pub,Arabic,Beer restaurants",4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThxfYiaw8xJBz1yCnqPq-b3e6KhHskbN_Fw14nPMMsiSlOpqh_aIcbKZHNIIE&s
456,Al Moudira Hotel Restaurant,Luxor,+20 95 2551440,"West Bank Hager Al Dabbeya, Luxor 23502 Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",3.5,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREm-uDHgqXpo0-vzlaOZWc2C0nrR8VYYGd2E7CDbu8rIASVM-ws_55o60DJA&s
457,Miyako Japanese Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,"Japanese,Asian,Fusion",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2WkgVFky5s-lpvq7y_QNMW2U60XjaoJbq1-O7OaMGLqR0ADzxf6CYyxmXLQ&s
458,Beban Italian Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,Italian,4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_957OFzNLip7k4vktgoFgGemnEF7GuMSSDr82fE0l_tnABBphso6wuyBFTMo&s
459,Lotus Restaurant,Luxor,+20 95 2380419,"Old Souk Street Behind Nefertiti Hotel, Luxor Egypt",25.6977319,32.64686,Middle Eastern,4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQxZ8RCNiI5Gz_g5XcrD74sj8ziffKh-0QWHHiZPold6giGI9Iip8t83C3UA&s
460,Sunset Restaurant,Luxor,+20 128 814 0140,"Kornishe Al Nile, Luxor 85951 Egypt",25.7049083,32.6420229,"Italian,International,Mediterranean,Egyptian",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUYAcFo_fQ4bOeDMq6bFeXs91AWTu4N1QGD5Hz8A331_FoiaBeQNDM10eNsA&s
461,El Gezira Restaurant,Luxor,,"Nr Intersection Up From Ferry Landing El Gezira West Bank Luxor, Luxor Egypt",25.6872431,32.6396357,"American,Mediterranean,Healthy,Australian,Egyptian,Arabic",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx69oJVES1mR6EMyviFOe7wuHYysagvxMkYbfrOSXyx0Vu4ijta92QZ-oXAp0&s
462,Cafe Mem,Luxor,,"Mem Road Directly Opp Colossi Mem West Bank, Luxor Egypt",25.6872431,32.6396357,"American,Cafe,Mediterranean,Healthy,Australian,Egyptian",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIDwUjlzpTwXEpvo3WlEeeuRVdayQDbo885rPlX9EcIIkyIZGBQ7ELH77QUTA&s
463,Hamees,Luxor,,"Mabad el Karnak behind Luxor temple, Luxor Egypt",25.699502,32.6390509,"Egyptian,Mediterranean",3,28 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0FiR_H9xGsYu7XZcd-C6aYQbBfzbqjScsnYwK7ab0dCEhOKUSa8s5_-dFKUE&s
464,Egyptian Home Food,Luxor,+20 106 182 3279,"Ramla Street, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWSoaoVyfhLzKRj0yLLN2LdNUvl7r6Rd9pbOE81x3F0m4EMsp3nh76o4B-APk&s
465,Royal Bar,Luxor,+20 95 2380422,"17 Cornish El Nile Street Sofitel Winter Palace Luxor, Luxor 11 432 Egypt",25.6966811,32.6371333,"Bar,Pub",4,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl6TlDa3WmiAlxTY6VBC2huWN1MW7vVe0PtU38viLHAJLsUIoT6rxhdcINcQ&s
466,Zam Zam,Luxor,,"Cairo Rd To Western Aswan, Al Bairat, Al Qarna, Luxor Egypt",25.7086004,32.6232466,"Mediterranean,Egyptian",4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBEZcJrsWUMusIFXHLN4-reZ5Lhkb4sJAcokrH0jn1go71cPx5uffx9z4rDw&s
467,The Roof Terrace at Hotel Kareem,Luxor,+20 100 184 2083,"Gezirat, El- Bairat West Bank, Luxor Egypt",25.6872431,32.6396357,"Pizza,International,Mediterranean,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgvvg1SFNvAgEpKL7G5-eJ9vXZrZdgFivFxSk6oOj-NvxD0LcXVgFXh3GmB-o&s
468,The Romance Pizzeria,Luxor,,"Iberotel Luxor, Luxor Egypt",25.6946153,32.6350732,"Italian,Pizza",4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKUV6zh1Ho6HXWSFpw6BuQuPHAgus848cW7SACUO0whqvaaI1C0N9F-nqvrSQ&s
469,Akher Saa,Luxor,,"El Manshya South side of the street, near the railway station, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",3.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr1rjlHdxFIfOJKXv7GhnQ3X21Ckx1AxACoLrd45h0Ez-MsNy5ebncWcmrIg&s
470,Luxor CafÃ©,Luxor,+20 127 120 3580,"______ Ø´Ø§Ø±Ø¹ Ø§ÙÙÙÙØªÙÙ Ø§ÙØ§Ù ÙØ·Ø¹Ù Ø§ÙÙÙÙ, Luxor 85951 Egypt",25.6872431,32.6396357,"Bar,Cafe,Fast Food,Pub,Diner,Dining bars",3,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4FyZkLjn0EZnnafHyHEi-7zED_BN1hfIJ1McKHYfnr8P3nqni8FH6Lw4BBg&s
471,Luxor Museum Cafe,Luxor,+20 95 2380269,"Corniche an-Nil East Bank, Luxor Egypt",25.6872431,32.6396357,Cafe,2.5,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoz2RUVgrtdBjWCWBxKZxVSccrb8ZiH_YkPskZVWbkcndF_ea54WtrZpGlhQ&s
472,YuShanFang Royal Chinese Restaurant,Luxor,+20 109 663 2634,"3 Fondok El Nile Helton Rd Next to Karnak Park, Luxor Egypt",25.7176855,32.6515496,"Chinese,Asian,International,Diner,Taiwanese",3,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxQFK6nFw0p4pgMI6TQ1HtOoi90PjdeASkKLbPsEQQdFCqH7zQoR8Gbw7sKT8&s
473,Chez Omar Egyptian Cornar,Luxor,,"Yousef Hassan Street, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Middle Eastern,Egyptian",2.5,63 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRikrcMOkD-wWgRYBl4UPNn0dP4FNSNPYlGPIAhF8nUZlDA-vv0Ny2emSz92g&s
474,Loqma Restaurant,Luxor,+20 100 390 6888,"Al Rawda Al Sharifa Street, Luxor 85951 Egypt",25.6870047,32.6348804,"Mediterranean,Egyptian",5,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv5enOZUQVYSei55-lf6aUINPHRKOTaLEGJ0zAHXEtHN9-KhD8mSakvmOlCA&s
475,Nile Bar and Lounge,Luxor,+20 95 2366999,"Khaled Ben El Walid Street Steigenberger Nile Palace Hotel, Luxor 85111 Egypt",25.6872431,32.6396357,"International,Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdB5coHApl8a7DRgOqsPyh6hL7o6Kc-4_4gxV6oQL3K0fGAl60ddEdVNHDZg&s
476,Miyako Japanese Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,"Japanese,Asian,Fusion",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2WkgVFky5s-lpvq7y_QNMW2U60XjaoJbq1-O7OaMGLqR0ADzxf6CYyxmXLQ&s
477,Metropolitan Cafe & Restaurant,Luxor,+20 109 124 7625,"Kornishe El Nile In Front Of Sofitel Winer Palace, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Grill,Egyptian,Arabic",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxepjNkJQl3nl7eA-LaGBezq-bdAglXlZ06HP0bAbMPQgDdkFvIHqcMjBuMyY&s
478,Oasis Guest Hosue,Luxor,+20 102 123 8264,"Ramla Street, Luxor 85111 Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg_UljF2G5pH8TNpgLq56Q7EmZ_zZeS9HwQEk62VI1oJcEhzTBIUSfCIzv1Q&s
479,Abo Gad Restaurant,Luxor,+20 111 114 1350,"Al Mahata Street, Luxor Egypt",25.6872431,32.6396357,Barbecue,4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWeSzz6EGopnNUalInlLPBbc4gvR0nD_WD7ibxlzbC4NVjt8ty4YEaHnh5pg&s
480,Zeitoun Restaurant,Luxor,+20 95 2550983,Luxor Egypt,25.6872431,32.6396357,International,4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvSTKlpRXRWxBhMP6rKlkDldtllvshT0R5B548LoXvWIoqnRregBA3SZaBZg&s
481,New Oum Hashim Restaurant,Luxor,+20 100 442 3645,"Mishil Alkahrbayaa, Sharie Yusif Hasan 'Amam, Luxor Egypt",25.6872431,32.6396357,Grill,4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmeH7CDI3QnK4UqdHfKwdStamgjrWIN1IYiJqxhszxJfYOTMiF-kQPawygvbw&s
482,Meramar,Luxor,+20 100 035 8066,"El Karnak St Beside Nefertiti Hotel&haret El Sahaby Restaurant, Luxor 00295 Egypt",25.6872431,32.6396357,"Cafe,Fruit parlours",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6gp-orkFc29M8n5wvN7shKNAafVBlSaL_W5zU1BzIOIsiNp80ElvFG8VKgiU&s
483,Enjoe Village Luxor,Luxor,+20 100 234 3149,"Beside Boghdady Bridge And Nubian Culture Center, Luxor Egypt",25.6872431,32.6396357,"American,Indian,Fast Food,International,Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpcUi4jwIdD8Ctcvi9hEDBqs3MEeCcX9qrjhXu7THwsvqwS4jyBJDUGfH6LU4&s
484,Saloon Bar,Luxor,+20 95 2366999,"Khaled Ben El Walid Street Steigenberger Nile Palace Hotel, Luxor 85111 Egypt",25.6872431,32.6396357,"Bar,Pub,Wine Bar",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTQrABZvAnBTGMmDvemQBLiKN8JjvyH1yikpmSsdEF9TjrECD617tyIDNT8A&s
485,Tropicana,Luxor,+20 95 2366999,"Khaled Ben El Walid Street Steigenberger Nile Palace Hotel, Luxor 85111 Egypt",25.6876113,32.6312413,"Pizza,Cafe,Fast Food,International,Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK_WpYfqRQKAvcf9KSI7OebJQauOxFpWa7OHK83erQKElei6wOjgACqL3PVw&s
486,The Nubian,Luxor,+20 95 2366999,"Khaled Ben El Walid Street Steigenberger Nile Palace Hotel, Luxor 85111 Egypt",25.6872431,32.6396357,"International,Mediterranean,Healthy,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoOo1PBw8VaXzfClSC03_iwtPXuBeFkFu_DYS59YGtTBALNwnCdwGkRthvCw&s
487,The View,Luxor,+20 95 2366999,"Khaled Ben El Walid Street Steigenberger Nile Palace Hotel, Luxor 85111 Egypt",25.6876113,32.6312413,"French,International,Contemporary",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs668cB6Ob5abb_z_WTmNQ9xPc5fRef6I0AotRfm0oDu0hWiSIV0J5f9N-0w&s
488,Al Baladi Restaurant churns out,Luxor,+20 101 312 5817,"Television Street Real Estate No. 2 Literacy Street from the TV Street in front of B-Tech, Luxor 85951 Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXJKruSa9ktqmLYvVyuAAIj3vru6uWV28BPu8p51w_MGPac8kK_rKPxzAVwvg&s
489,Abu Adam Grills,Luxor,+20 109 242 6342,"Al-Tunq Street Behind Sheikh Hefni Mosque, Luxor Egypt",25.693346,32.6461225,"Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbJwafzKASkPuhf1gZzuE0DrmeGf6_Cm0Oy8x88Jhh1wWl98YA2fphY0xJrSk&s
490,Haret Almoez,Luxor,+20 100 862 6901,"Qedes Hotel Street, Luxor 85951 Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZI849XRCaIByD45VK9AmHvhaZ--0Hui084A1I4e3vEgFNkRrqNe0hWlSOVIo&s
491,Dr. Ai Cafe,Luxor,,"Ramla Road - By the Nile West Bank, Luxor Egypt",25.6872431,32.6396357,"Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRP_dFJichVh4nqmIftXiIgJ6y60Zub6u1FxRgvYFtAZe0ZYcMDjTuJnSbzeE&s
492,Bait Ward,Luxor,+20 100 666 4590,"Behind Karnak Temple, Luxor Egypt",25.7188346,32.6572703,"American,Cafe,Arabic",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Va9uiJZiVTk2Ux_FnF4DdGLjN-byuDeFTczK7drmLiETbbvS3vvKwQXCrw&s
493,Modos Place,Luxor,+20 111 222 2521,"Madinet Habu, Luxor Egypt",25.7193131,32.6013401,"Italian,Mediterranean,European,Diner,Egyptian,Arabic",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgr5WvgSsTV8wyNIP6p7xGI2j7uO22UgD-B3iPNk2Z8nrZJ8U699-pGizuNg&s
494,CafÃ© Latte,Luxor,+20 114 428 0711,"Mabad Al Karnak, Luxor 1362410 Egypt",25.698485,32.639994,"Mediterranean,Arabic",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Rn7HlFqV6C4Pz3WtPE8dqeh8hy_gFPqy8zvDoZKfopGXUIyye2fVhAy9aTk&s
495,Atfdilos Crepes,Luxor,+20 111 114 1142,"Abd El-Hameed El-Omda Gazirat Al Awameyah, Luxor 85951 Egypt",25.6891229,32.6385102,"French,Cafe",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkHIeGgC93ApbRaQTM9kl3QkyZqaQkgfW1HlL9qugeIKWcgyXk0Wu-_NkVi3o&s
496,El Sokaria Cafe,Luxor,+20 100 888 6019,"Ali Ibn Abi Taleb, Luxor 85951 Egypt",25.6916742,32.6386181,"Cafe,Mediterranean,Egyptian",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVQXXORQWAyVUpIO1NQiL6hx1bOrA2YOG0BaDe43TMu6WdbIb2Z1YWZ0vDmg&s
497,Tito Cafe,Luxor,+20 106 611 1587,"Television Street,, Luxor 85954 Egypt",25.6665069,32.631108,"Pizza,Fast Food,Mediterranean,Grill,Egyptian,Arabic",4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbFG4w8zWYyENNxIlRgPYy9iJydCgqJG2V0g5eB4wjIuBtPWg351EWb1iN2Q&s
498,Miyako Japanese Restaurant,Luxor,+20 95 2382575,"Corniche El Nile Street, Luxor 85957 Egypt",25.6872431,32.6396357,"Japanese,Asian,Fusion",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2WkgVFky5s-lpvq7y_QNMW2U60XjaoJbq1-O7OaMGLqR0ADzxf6CYyxmXLQ&s
499,Texmex,Luxor,+20 110 011 2266,"Ali Ibn Abi Taleb, Gazirat Al Awameyah, Luxor 85951 Egypt",25.6916376,32.6352451,Fast Food,4.3,0 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVECsz0NFh6IZ8WLAN_TD95dpMgA0FmhscO7Xy_AhY0FMEZoJBnvdHTv2xww&s
500,Cafe Chino,Sharm El Sheikh,+20 100 010 9109,"Soho Square,Sharm El Sheikh Egypt",27.9625652,34.393809,"Lebanese,Mediterranean,Middle Eastern",5,848 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlFMLSwh3s_v9yfEqEUbDBCJzWguvA4L3YfRfi6XmJpdPGxwc0W-2mPw95Dw&s
501,The Queen Vic,Sharm El Sheikh,+20 100 010 9109,"Soho Square,Sharm El Sheikh Egypt",27.9654198,34.3617769,"Bar,European,British,Pub",4.5,"1,914 reviews",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWcg4zMeWLUQsHs3Ntuw6UUcXIa4kKVXQMTc6LRJKx7UN1VUQLwgSg7f_FhA&s
502,Mandarin Bistro,Sharm El Sheikh,+20 100 010 9109,"Soho Square Sharks Bay,Sharm El Sheikh 12444 Egypt",27.9654198,34.3617769,"Chinese,Indian,Asian,Thai,Egyptian",5,876 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlrZUo-V9fJT-yyxKhqKDT3P2BtXPTdnBaSKe1whMnrHQL3teV3oxjJcBlvog&s
503,El Kababgy,Sharm El Sheikh,+20 69 3600081,"Movenpick Resort,Naama Bay,Sharm El Sheikh 46619 Egypt",27.944697,34.380454,"Grill,Egyptian,Barbecue,Middle Eastern",5,613 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8GPapmONulyGOqiPhsdj1-SFbBzhI0ESewTsbSQ4hrMYlscUiL_Qum7crHBY&s
504,Fleur De Lis,Sharm El Sheikh,+20 69 3602130,"Sultan Gardens Resort Shark's Bay,Sharm El Sheikh 111 Egypt",27.9079213,34.3239863,"American,Cajun & Creole",5,310 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR-WkhvOPROm-oMKPGyE2zHgNd1akOfCcltjvs3BbohePO1tImuf7KJVg5ZA&s
