restID,Name,City,phone_no,location,Latitude,Longitude,cuisines,rate,number of reviews,restaurant_url,images_url
147,Porta D'oro,Cairo,+20 19281,"30 Soliman Abaza St., Mohandessin, Cairo 11511 Egypt",30.0502702,31.2007891,"Italian,Pizza,European,Mediterranean",4,44,https://www.tripadvisor.com/Restaurant_Review-g294201-d6503162-Reviews-Porta_D_oro-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP3uBmhjlwnyqrKC-pe1VYhyl0_hzisgygZO-0j5wnkK5ZzLS2tPmtUUm2hA&s
148,Italiano restaurant at Concorde El Salam Hotel Cairo,Cairo,+20 2 22931156,"65 Abdel Hamid Badawey Street Heliopolis, Cairo 11511 Egypt",30.1186741,31.3497379,"Italian,Pizza,Mediterranean,European",4.5,27,https://www.tripadvisor.com/Restaurant_Review-g294201-d4581378-Reviews-Italiano_restaurant_at_Concorde_El_Salam_Hotel_Cairo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0qOONf6U2m7iB9GHYvLZGFB5IEu5PQRuUkpGubCFY6gj6xXPtnsnvvdcucQ&s
149,Villa Caracas,Cairo,+20 101 711 8882,"Street 9, Maadi Qism, Cairo 11511 Egypt",29.9559515,31.2616033,"Lebanese,Mediterranean,Middle Eastern",4,34,https://www.tripadvisor.com/Restaurant_Review-g294201-d12485795-Reviews-Villa_Caracas-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuR_m8X0F-coRLNrmgOECdmIwBBGxg8R3bwequz8zYrKdw6xeGDH6DrNtyJfU&s
150,Naomi,Cairo,+20 111 004 4479,"26th of July Corridor Beside Tivoli White, Cairo 11511 Egypt",30.0549168,31.0724536,"Steakhouse,Sushi",4.5,19,https://www.tripadvisor.com/Restaurant_Review-g294201-d21309802-Reviews-Naomi-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ26iKoG1JuemnHYCBxzAC8mHcpw8KG7egzR1nnvNYmtp6BcdXVBTFrF1Zs-yQ&s
151,Pomodoro,Cairo,+20 2 27931689,"197 El Tahrir St. Below Health Bureau - Abdin, Cairo 11511 Egypt",30.0440214,31.2432749,"Italian,Seafood,Mediterranean,Egyptian",4,73,https://www.tripadvisor.com/Restaurant_Review-g297555-d805137-Reviews-Pomodoro-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtwM73Lsua5KYDMdkV_9xKLpTdIbdipkHGKX-xbjqTuGCz-lFsLR5mDQJQEzY&s
152,Studio Masr,Cairo,+20 2 22900110,"58 El Thawra Street Heliopolis, Cairo 11511 Egypt",30.0854519,31.3378323,"Middle Eastern,Egyptian,International,Mediterranean,Barbecue",4,78,https://www.tripadvisor.com/Restaurant_Review-g294201-d3707555-Reviews-Studio_Masr-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzMfLd6C9fZ6hGHMO7kvVRUPiPUtSSRAvmvWVQt0ZWEfw7KtFppDkjNQzO_w&s
153,Gingko,Cairo,+20 2 24619494,"2005 B Nile City Towers, Cairo 11511 Egypt",30.0444196,31.2357116,Asian,5,11,https://www.tripadvisor.com/Restaurant_Review-g294201-d23700358-Reviews-Gingko-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-viWu6Fk2UNAGO9yFKCKk2SgZLtnt4q1wUvv9Huo_Psr_C_NX1dHmKWL0DQ&s
154,Mahraja Resturant,Cairo,+20 2 27370041,"Ismail Mohamed Street, Zamalek In front of Hotel Flamenco, Cairo 11511 Egypt",30.0631801,31.2186294,"Indian,Asian",4,63,https://www.tripadvisor.com/Restaurant_Review-g294201-d4154722-Reviews-Maharaja_Indian_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp-AviJ_uy2fGbeLPCWqRZiNmkWVgEO6d9s3CqMsa6MPaI0WSSzvu-cBTPvw&s
155,Fasahet Somaya,Cairo,+20 100 847 0614,"59 Al Falki Street, Cairo 11511 Egypt",30.0456905,31.2402581,"Egyptian,Middle Eastern",4.5,36,https://www.tripadvisor.com/Restaurant_Review-g294201-d7380286-Reviews-Fasahet_Somaya-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFkjH__dpUjUDG4Gw5eWjF9WxYY1uWlzdJ4pHVif6uTrqmjjFaRrXRg4_YKQ&s
156,Bua Khao,Cairo,+20 2 23580126,"151 No. 9 Road Old Maadi, Cairo 11511 Egypt",29.9592856,31.2552147,"Asian,Thai",4,77,https://www.tripadvisor.com/Restaurant_Review-g294201-d1536733-Reviews-Bua_Khao-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP7Eeidp5JA5t1GeAEUgi5nfFBvR0qP-J3SyE4sbOocCXdA-qwuu9jNcD-Ww8&s
157,La Bodega Aperitivo,Cairo,+20 106 348 4771,"157 26th of July Street Balmoral Hotel, Zamalek, Cairo 11511 Egypt",30.0590854,31.2243619,Italian,4,142,https://ar.tripadvisor.com/Restaurant_Review-g294201-d782407-Reviews-La_Bodega_Aperitivo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw7tK3sK7QTzBZ99nLS7tKKY-kJFzcnAZXQHzWnNDAp8OHp4RDFzayMhvji9U&s
158,Casa Mia Italian Brasserie,Cairo,+(20)27373737,"3 El Thawra Council Street. Zamalek, Cairo 11511 Egypt",30.1025071,31.2525992,"Italian,International,European",4.5,25,https://www.tripadvisor.com/Restaurant_Review-g294201-d15794968-Reviews-Casa_Mia_Italian_Brasserie-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKwuOhPrvj6epXXwjjVlXIS43fURXwg0XLU7yXr2FvbEgDFYSd7aFGXa8JDwM&s
159,Upper Deck Lounge,Cairo,+20 2 27917027,"1089 Corniche El Nil Garden City, Cairo 11519 Egypt",30.0362362,31.2294568,"International,Sushi",4.5,32,https://www.tripadvisor.com/Restaurant_Review-g294201-d8098944-Reviews-Upper_Deck_Lounge-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsqWm1vvEjkvijrep-mDJvNi7S0YR6El1kUTp0c84NSZDus4ByvHQsEodvLCg&s
160,Beit Ward Lebanese Restaurant,Cairo,+20 100 171 8844,"Ring Road 1st Compound, Porto Cairo Mall, New Cairo, Cairo 11511 Egypt",30.0911375,31.1970426,"Lebanese,Mediterranean,Middle Eastern",4,78,https://www.tripadvisor.com/Restaurant_Review-g294201-d8825900-Reviews-Beit_Ward_Lebanese_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5unFxsaqS4U8TXcw__19m7eOnEgfIlRH8lbrP9wLSk-kqWKDDxOSNJ6No8e8&s
161,Le Petit Chef - Cairo,Cairo,+20 2 35671891,"136 Nile St Oula, El Omraniya, Cairo 11511 Egypt",30.0240116,31.2182716,French,5,9,https://www.tripadvisor.com/Restaurant_Review-g294201-d23922240-Reviews-Le_Petit_Chef_Cairo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDJFtWJE0zA408jVrFoRRULO7GAcV5t72YgbgKqIRiZWkZFJaJ4ZLqw8tVZg&s
162,O.Liv.O  Pizzeria & Bar,Cairo,+20 2 27366766,"20 Taha Hussein St. Zamalek, Cairo 11511 Egypt",30.0673714,31.2195087,"Italian,Bar,Pizza,European",4,75,https://www.tripadvisor.com/Restaurant_Review-g294201-d8039006-Reviews-O_Liv_O_Pizzeria_Bar-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSQs_oyzwdleGBSFA42m-x36vBKPTQAYQ56QvlYvKu3yoi3Iyoz0indzMfLQ&s
163,CaiRoma,Cairo,+(20)23923228,"19 Youssef El-Gendi St. Beside Mall Of Boustan, Cairo 11511 Egypt",30.0465034,31.2392519,"Italian,Egyptian,Pizza,European,Neapolitan,Campania,Romana,Lazio,Central-Italian,Southern-Italian,Mediterranean",4,63,https://www.tripadvisor.com/Restaurant_Review-g294201-d11807479-Reviews-CaiRoma-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-JVqAir0akzhYc53IPYf5S5DYKBH5FuYVBkPNvodf9i_AwpWjRduHoGdkz70&s
164,Vapiano,Cairo,+20 106 648 1091,"Cairo Festival City, Cairo 11511 Egypt",30.0328642,31.4100122,"Italian,Pizza,European",4,38,https://www.tripadvisor.com/Restaurant_Review-g294201-d8817516-Reviews-Vapiano-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrxhZVYfAjlRTIkkkydBsKRkAG-2W5RhhSDa7t66KuCCPt0C5UjXRL52U_hx4&s
165,Tutti Matti,Cairo,+20 112 250 0000,"9 49 Road Maadi, Cairo 11511 Egypt",29.9658767,31.2544636,"Italian,European,Pizza",4,57,https://www.tripadvisor.com/Restaurant_Review-g294201-d4424489-Reviews-Tutti_Matti-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHlm2dc3pon2hA_dBJeVPhqBR6BUt9Tn4omtxRht6p2OTo46KsK9tnp_gceA&s
166,Santorini,Cairo,+20 2 38517330,"Americana Plaza Sheikh Zayed, Cairo 11511 Egypt",30.0491629,30.9761599,"Mediterranean,Greek",4.5,39,https://www.tripadvisor.com/Restaurant_Review-g294201-d8050288-Reviews-Santorini-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzJfhVnuEEOIq7PKI_V9yAS2pKucWyo4-2PtoDGeuFPt5j_8Kmlo2pLMS4DQY&s
167,Harry's Pub,Cairo,+20 128 205 0171,"16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11211 Egypt",30.0578346,31.2252483,"Bar,Pub",4,36,https://www.tripadvisor.com/Restaurant_Review-g294201-d4167587-Reviews-Harry_s_Pub-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6Sk6ZTstC5dCmPCd5JuMZL8gOOmMVWIBTm2VTFX3fF4bGS_GCfPadJ6b0288&s
168,Bel Gelato Cairo,Cairo,+20 101 028 9296,"128 El Merghany st., Cairo 11511 Egypt",30.0888995,31.337426,Italian,4.5,27,https://www.tripadvisor.com/Restaurant_Review-g294201-d7129790-Reviews-Bel_Gelato_Cairo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ37b13ENXo-3gnb5njapTkxVhEq8u22UHN1W3s7PQg8eiYm8gjgxLjNFxMcA&s
169,El Borg Restaurant,Cairo,+20 128 404 0720,"Tayaran Street Nasr City, Cairo 11511 Egypt",30.0672172,31.3245531,"Seafood,Mediterranean,Egyptian",4,46,https://www.tripadvisor.com/Restaurant_Review-g294201-d4178655-Reviews-El_Borg_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQypNvASwLuw1T-PnQ5Jc_DlUXhe7d982J-Wt17nMgDL0_qMCehCVFV6vr2cw&s
170,Tres Bon,Cairo,+20 2 24540116,"14 Ghernata St Korba Heliopolis, Cairo 11511 Egypt",30.0950096,31.3207558,International,4,52,https://www.tripadvisor.com.eg/Restaurant_Review-g294201-d815776-Reviews-Tres_Bon-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy7B_0OY6zq6nzttcpKWZti7ifbuKrxz-QgSUX-mUKBfSwgwTHuBF8_lK0xQ&s
171,Restaurant El Menoufy El Kababgi,Cairo,+20 111 912 4500,"Road 90 North Behind Down Town Mall, Cairo 11511 Egypt",30.0185337,31.4196646,"Mediterranean,Barbecue,Middle Eastern,Egyptian",4,60,https://www.tripadvisor.com/Restaurant_Review-g294201-d7596443-Reviews-Restaurant_El_Menoufy_El_Kababgi-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlsHcZ23tfVMmKe0kpRSCtRsW7bLjFIn80AEJleRgG_LI9fxVIzgmwA0LoyA&s
172,Le Peking Zamalek,Cairo,+20 2 27366167,"23b Ismail Mohamed St., Cairo 11511 Egypt",30.0635353,31.2195353,"Chinese,Asian",4,64,https://www.tripadvisor.com/Restaurant_Review-g294201-d1986214-Reviews-Le_Peking_Zamalek-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlAZuggW77qZslmWtEGaIOvBO59BLI5A0uPWssm6Ey-Itjn8_lhvG9HAHZcw&s
173,The Tap East,Cairo,+20 106 000 0869,"9 Mohamed Naguib Street, Cairo 11511 Egypt",30.0455834,31.4761462,"Bar,Pub",4,113,https://www.tripadvisor.com/Restaurant_Review-g294201-d12326594-Reviews-The_Tap_East-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTc--eXhHtQnJOFmBN7xt3kJGFd_b_GPWNNBzfF-5XTYoSkEQqF-JZrRnJMtg&s
174,Il Mulino,Cairo,+20 2 25203511,"7 Street 261, Al Maadi Al Maadi, Cairo 11511 Egypt",29.9698172,31.2750089,"Italian,Pizza,Mediterranean",4,39,https://www.tripadvisor.com/Restaurant_Review-g294201-d7655861-Reviews-Il_Mulino-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM3LKrJjUr9oStzQ3fW_n2msl46VCjEOZw3vyP90etP7Va3ckyH7kC6d3W6w&s
175,Citron Restaurant,Cairo,+20 2 24063333,"Ring Road Renaissance Cairo Mirage City Hotel, Cairo 11511 Egypt",30.0746207,31.4395183,International,4.5,17,https://www.tripadvisor.com/Restaurant_Review-g294201-d4167582-Reviews-Citron_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdxVJ_6tDR_wKhexqrX2eG2d2BwoGH8K-owboLeSZzRZWzY6m-OKowuVwOIis&s
176,Akram Gad,Cairo,+20 2 25763583,"13 26th of July St., Cairo 11511 Egypt",30.0528088,31.2428901,"Fast Food,Middle Eastern,Egyptian",3.5,139,https://www.tripadvisor.com/Restaurant_Review-g294201-d2081272-Reviews-Akram_Gad-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRa-Fg6uJo9p86UVSWme2jUjNjzIH-LZ37smckUwrEgFtL50JHEsImqmBXXg&s
177,Citadel View Alain Le Notre,Cairo,25109151,"Salah Salem, Cairo 11511 Egypt",30.0425087,31.2659163,"Middle Eastern,Egyptian",4,62,https://www.tripadvisor.com/Restaurant_Review-g294201-d1100764-Reviews-Citadel_View_Alain_Le_Notre-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-vVs6aU1W0eHz_bUoDtLBggeLqXP8d-Hy0jeqUJQONjLB2WzJYdhaoqlQWQ&s
178,Sizzler,Cairo,+20 2 25160603,Cairo Egypt,30.0286772,31.4101874,"American,Steakhouse",4,73,https://www.tripadvisor.com/Restaurant_Review-g294201-d10730576-Reviews-Sizzler-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZa0jQnszzzlYmVv2KLHSnk82rpRaCVYZjUrWECBBpPKEzV8y8aQpiQXeuSQ&s
179,Asia Bar,Cairo,27353112,"9A Saraya EL Gezira St. Blue Nile Boat, Cairo 11511 Egypt",30.0456559,31.228514,"Bar,Sushi,Asian,Japanese,Pub",4,44,https://www.tripadvisor.com/Restaurant_Review-g294201-d1969865-Reviews-Asia_Bar-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgjop8enOQOsHWA0q35uktV3oVoxY-oktEcPIJSElzXPfEsLunASJ4Pat0paY&s
180,Taboon Urban Lebanese Restaurant,Cairo,+20 2 27372552,"5 Abou El Feda St, Om Kalthoum Hotel, Zamalek, Cairo 11511 Egypt",30.0644891,31.2160129,"Lebanese,Middle Eastern",4,26,https://www.tripadvisor.com/Restaurant_Review-g294201-d9818989-Reviews-Taboon_Urban_Lebanese_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-aXw73mLmsLYlyWB_udTE5PJAC4lRA6pYUqS112uAYl7k25A6ZBGNVpvOVIo&s
181,Beano's,Cairo,+20 2 23585336,"10 Rd Maadi, Cairo 11511 Egypt",30.0444196,31.2357116,Cafe,4,34,https://www.tripadvisor.com/Restaurant_Review-g294201-d816624-Reviews-Beanos-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-KjXwjtnhmqHWsCoTHkjZ5KFIIC1Xc33L3lQF3Eq9u_pxBOB_nhBfl9QX8KA&s
182,Planet Africa,Cairo,+20 2 24802949,"City Stars Mall, Masaken Al Mohandesin Nasr City, Cairo 11511 Egypt",30.0731694,31.3460041,"Steakhouse,African",4,91,https://www.tripadvisor.com/Restaurant_Review-g294201-d810543-Reviews-Planet_Africa-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDnlv5EEnh7vilwgzKF2SW_oL2t96BzafseJJBu3LnxN-h-mqJPH5CaVqFKg&s
183,Harrry's Pub,Cairo,+20 2 27283000,"16 Saray El Gezira, Cairo 11511 Egypt",30.0578346,31.2252483,"Bar,Pub,British",3.5,78,https://www.tripadvisor.com/Restaurant_Review-g294201-d4167587-Reviews-Harry_s_Pub-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6Sk6ZTstC5dCmPCd5JuMZL8gOOmMVWIBTm2VTFX3fF4bGS_GCfPadJ6b0288&s
184,Bullona,Cairo,+20 2 27917000,"1089 Corniche El Nil Four Seasons Hotel Cairo at Nile Plaza, Cairo 11519 Egypt",30.0362362,31.2294568,"Italian,Mediterranean,Seafood",4.5,23,https://www.tripadvisor.com/Restaurant_Review-g294201-d19258637-Reviews-Bullona-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLDuYFYEnmr-zeDtTCQHs1PZ4BKMHbv8Jzl5m0OBQ1jOC26BBj1-a1fRCESA&s
185,Om Hassan,Cairo,+20 19500,"105 Banks Center St. New Cairo City, Cairo 11511 Egypt",30.0186228,31.4211707,"Egyptian,Middle Eastern",4,50,https://www.tripadvisor.com/Restaurant_Review-g294201-d10717288-Reviews-Om_Hassan-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQImuKt3fjz_EkuImbda0TyKU8o0un0jx3OD6pHwLXGRuz6al_Li4cyaW0gCog&s
186,900 Degrees,Cairo,+20 111 166 6912,"Galleria 40, 26th Of July Corridor, Al Sheikh Zayed, Cairo 11511 Egypt",30.0549168,31.0724536,"Italian,Pizza,European",4.5,24,https://www.tripadvisor.com/Restaurant_Review-g294201-d12827799-Reviews-900_Degrees-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK9gd22gYw7TQP144fnY8MK1nVSolcAUL-TNn5HEWa4TN355ug2BrmW78kg&s
187,El Dahan Restaurant,Cairo,+20 2 25756949,"52 26th of July St. Downtown, Cairo 11511 Egypt",30.0533567,31.239234,"Barbecue,Middle Eastern,Egyptian",4,64,https://www.tripadvisor.com/Restaurant_Review-g294201-d2727977-Reviews-El_Dahan-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR40jjhQqg6OIjvsFltFTLyOQDMOKTwcj95WlRiov3sSu84J8M7StsqaquydA&s
188,Mori Sushi,Cairo,+20 16885,"Festival City Mall, Cairo 11511 Egypt",30.0280192,31.4094095,"Japanese,Sushi,Asian,Seafood",4,21,https://www.tripadvisor.com/Restaurant_Review-g294201-d1223288-Reviews-Mori_Sushi-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBTJhdQqvGlEeg_jNuyzzAp4mb9w9g42lJGRGuGWvUIWUOSHc65eOSxJT9Ko4&s
189,Nawab Indian Restaurant,Cairo,+20 2 27360433,"21 Bahgat Ali Street Zamalek, Cairo 11511 Egypt",30.0700371,31.2206844,"Indian,Asian",4,53,https://www.tripadvisor.com/Restaurant_Review-g294201-d2302250-Reviews-Nawab_Indian_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA9kRxh6joe5gJ1Rp7LNMBZIADbxFt8SYVOZIkUiYiUP-n6o0e26Y6PcVEPA&s
190,Peking,Cairo,+20 16078,"115 Othman Ibn Affan St. off Triumph Square, Cairo 11511 Egypt",30.0444196,31.2357116,"Chinese,Asian",4,65,https://www.tripadvisor.com/Restaurant_Review-g294201-d3606687-Reviews-Peking-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuGzhEuzB3wlSeTm1MV2g0PXfA8C-2HgTNNs0YlENuvs5g4qLKKaSWMRc7MQ&s
191,Maharani Restaurant,Cairo,+20 122 391 1229,"Saray El Gezirah St. - Zamalek, Cairo 11511 Egypt",30.0609422,31.219709,Indian,4.5,21,https://www.tripadvisor.com/Restaurant_Review-g294201-d9762714-Reviews-Maharani_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl_HPa25tk76HlifFndZDySbQ9VIv0lapSxjOa8XpskY-XQBU7toFBj6ZOUqs&s
192,Crab House,Cairo,+20 2 26072632,"No. 315 Commercial Market, Shop Al-Rehab, Cairo 11511 Egypt",30.0660258,31.4856066,"Seafood,Egyptian,Soups",4.5,24,https://www.tripadvisor.com/Restaurant_Review-g294201-d2727981-Reviews-Crab_House-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRh3-xWrALk122chum8Ujh1SCTv53u_rqwMMNbBbofk69IluXjKcH5hE1QTmQ&s
193,Bistro,Cairo,+20 2 22756698,"Abo Dawod El-Zahery Street - Nasr City, Cairo 11511 Egypt",30.051085,31.3655989,"Italian,Pizza",4,70,https://www.tripadvisor.com/Restaurant_Review-g294201-d942188-Reviews-Bistro-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSynmygFjKjEW6ZH-obeI6TQ0UEkUIsxQaP-xKVZe8T7Tyu2KiwwXCATM7P0Q&s
194,Asian Corner,Cairo,+20 2 23809742,"18 11 Road, Cairo 11511 Egypt",30.0444196,31.2357116,"Asian,Sushi",4,31,https://www.tripadvisor.com/Restaurant_Review-g294201-d3806362-Reviews-Asian_Corner-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPn3iorI8TFRg6oKsQc9FRBHT3aVLv5HFGbr6ywYiscjBy0AyOiJBkqNl9uHw&s
195,Zooba,Cairo,+20 16082,"9 80 Road Maadi, Cairo 11511 Egypt",29.9580322,31.2597439,"Fast Food,Middle Eastern",4.5,22,https://www.tripadvisor.com/Restaurant_Review-g294201-d3398031-Reviews-Zooba-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoffv_zaTfVNospaH84NACgEkknZO_tYKmfwOWWDkcFBu_Jx6OD471XMuY9w&s
196,Gaya Restaurant,Cairo,+20 2 25197769,"218 32 Rd 253 And 41 Rd, Cairo 11511 Egypt",30.0444196,31.2357116,"Asian,Korean",4,58,https://www.tripadvisor.com/Restaurant_Review-g294201-d2093634-Reviews-Gaya_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbrZe9RKoq_zfBZ5vFiJU0LLncTNOvYF1G7CTntgjbZ1fdFu8nUFShQM6WLA&s
197,El-Kababgy,Cairo,1033311126,"North 90th Street, Next to Jumia Egypt Building and Bloom Bank, Cairo 11511 Egypt",30.0444196,31.2357116,"Middle Eastern,Barbecue",4.5,11,https://www.tripadvisor.com/Restaurant_Review-g297555-d13223443-Reviews-El_Kababgy-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8GPapmONulyGOqiPhsdj1-SFbBzhI0ESewTsbSQ4hrMYlscUiL_Qum7crHBY&s
198,Tagen W Bram,Cairo,+20 112 999 9049,"52 Ibrahim Salem, Al Golf, Nasr City Heliopolis, Cairo 11341 Egypt",30.0812457,31.3246657,"Middle Eastern,Egyptian,Arabic,Mediterranean",5,10,https://www.tripadvisor.com/Restaurant_Review-g294201-d19608202-Reviews-Tagen_W_Bram-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRMdH1vFqv6QtwW9YanR4PJdJx6VBKP1Tc2AAV_YzqLzS6NBCEuBT3dk2o0k0&s
199,Napa Grill Restaurant,Cairo,+20 2 24619494,"Fairmont Nile City Hotel Nile City Towers - 2005 B, Corniche El Nil, Ramlet Beaulac, Cairo 02466 Egypt",30.071755,31.22794,"Mediterranean,International,Mexican,Seafood,Spanish",4.5,28,https://www.tripadvisor.com/Restaurant_Review-g294201-d1980812-Reviews-Napa_Grill_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMvkRaw65ocnrMl_SPRqU4OiVN_6G-a40KSK_LmM_r84Q22c_GvdviS-SseL0&s
200,The Greek,Cairo,+20 112 866 9444,"231 19 Road Maadi, Cairo 11511 Egypt",29.9596171,31.2770908,"Mediterranean,Greek",4,38,https://www.tripadvisor.com/Restaurant_Review-g297549-d15112962-Reviews-The_Greek_Bar_Restaurant-Hurghada_Red_Sea_and_Sinai.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6Z0UtPdlouLK3Q0MwYEUCtb3QydGXF9ncfKkU3ZKL60epP0Zk_v7mds3q7ps&s
201,Rais Ibn Hamido,Cairo,+20 106 604 5266,"3 Eimarat Milsa - Khalf Siti Starz - Misr Aljadida, Cairo 11511 Egypt",30.0444196,31.2357116,"Seafood,Egyptian",4.5,21,https://www.tripadvisor.com/Restaurant_Review-g294201-d2729643-Reviews-Rais_Ibn_Hamido-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkhZISjiRJ5HLl8HvuQtC_ERlhDmFJq4nPrv_zz3xkxNnOrqN0EFuIHFMZZw&s
202,Eish w Gebna,Cairo,+20 100 800 0291,"G-Out Mall, 90 Street, Cairo 11511 Egypt",30.0140623,31.4175819,"Egyptian,Mediterranean",4.5,17,https://www.tripadvisor.com/Restaurant_Review-g294201-d13481064-Reviews-Eish_w_Gebna-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB4_BLO9EBDuwDRv_Q5mWz-jg6WXaCS9mNNTuLioqMKcKdd0DVGSnxtvpkNb0&s
